,id,policy_type,question_type,question,answer,context,condition,q_rating,a_rating
53,22742,Financial Incentive,Yes/No cond,Can a customer connect more than one EV to their Charge Smart MA account?,Yes,"it ispossible to connectmore than one EVto yourCharge Smart MA account if both vehicles are connected to the same OEM account (e.g.,two Teslas connected to the same Tesla account; two Chevrolets connected to the same Chevrolet OnStaraccount).If you have two vehicles onseparate OEM accounts,please create two separate Charge Smart MA accounts with two separate e-mail addresses.Please note that both emailaddresses willhave tobe connected with your National Grid profile (see aboveFAQ).As a reminder,the Massachusetts Off-Peak RebateProgramonlyallowstwovehiclesperhousehold.  ","[""Both vehicles must be connected to the same OEM account"", ""Otherwise, the customer must create two separate Charge Smart MA accounts with separate email addresses""]",9,10
54,22742,Financial Incentive,Factual,What is the rebate rate for EV charging during summer months under the National Grid - Charge Smart MA program?,$0.05/kWh during off-peak hours from June 1 to September 30 and $0.03/KWh during off-peak hours from October 1 through May 31.,"Participantsareeligibletoearn $\$0.05/k W h$ for EV charging during off-peakhoursfrom June 1 toSeptember30(""summer months"")and $\$0.03/k W h$ for EVcharging during off-peak hours from October 1 through May 31 (""non-summer months""). Off-peak hours are 9:00 p.m.to $1{:}00\mathsf{p.m}$ Monday throughFriday, excluding theNational holidays.",,7,9
55,22742,Financial Incentive,Factual,How often are rebates applied to participants' electric bills under the Charge Smart MA program?,On the second Friday of the following month or the subsequent bill cycle,The rebates are calculated for each calendar month and administered to customers onthe 2ndFriday of the following month.,,8,9
56,22742,Financial Incentive,Legal Obligation,What is required to stop participating in the Charge Smart MA program?,Participants must disconnect their vehicle from the app and email ChargeSmartMA@ev.energy to confirm withdrawal from the program.,"You are free to stop participating in the program at any time, simply disconnect your vehicle from the Charge Smart MA app and emailus to confim your withdrawal from theprogramat ChargeSmartMA@ev.energy.  ",,9,9
57,22742,Financial Incentive,Legal Obligation,What must participants verify before joining the Charge Smart MA waitlist?,Participants must check the compatible vehicle and charger list to ensure their equipment does not already qualify.,Please review the compatible vehicle and charger dropdown list above prior to joining the waitlist. Your vehicle may already qualify.  ,,9,9
58,22742,Financial Incentive,Descriptive,What is the purpose of the Charge Smart MA Off-Peak Charging Program?,"To provide financial incentives for EV charging during off-peak hours, helping reduce energy costs and supporting grid efficiency and sustainability.","This program allows customers to earn rebates with the Charge Smart MA app. Reduce your EV charging costs by earning an average of $\$100$ annually when you charge your EV during designated off-peak times and get a $\$50$ enrollment incentive\*. By charging your EV during off-peak times, you will help to increase the efficiency and reliability of the powergrid.",,7,8
59,22742,Financial Incentive,Descriptive,What steps must be completed to enroll in the Charge Smart MA program?,"Download the app, verify your National Grid account, and connect your vehicle or charger using manufacturer login credentials."," 1. Download the National Grid Charge Smart app.   
2. Verify your National Grid account.   
3. Connect your vehicle or charger using your existing manufacturer login details to enroll in the   
program.   
4. For technical support contact chargesmartma@ev.energy  ",,9,9
60,22688,Regulatory Policy,Yes/No,Does the Homeowners’ Energy Policy Act of Michigan invalidate homeowners' association rules that prohibit installing solar energy systems?,Yes,Sec. 7. A provision in a homeowners’ association agreement or the policy adopted under section 9(1) that prohibits or has the effect of prohibiting the installation of a solar energy system is invalid and unenforceable as contrary to public policy.,,7,9
61,22688,Regulatory Policy,Yes/No,"Does the Homeowners’ Energy Policy Act (Michigan, 2024) apply to solar energy systems installed on shared roofs or common areas?",No,"Sec. 13. This act does not apply to either of the following in a common area or on a shared roof: (a) The replacement, maintenance, installation, or operation of an energy-saving improvement or modification. (b) The installation of a solar energy system.  ",,9,9
62,22688,Regulatory Policy,Yes/No cond,"Can a homeowners’ association deny a member's solar energy system application under the Homeowners’ Energy Policy Act (Michigan, 2024)?",Yes,"(iv) That a homeowners’ association may deny an application to install a solar energy system or require the removal of a solar energy system if 1 or more of the ollowing apply:  

(A) A court has found that the installation of the solar energy system violates a law.  

(B) The installed solar energy system does not substantially conform with the member’s application to install the solar energy system as approved by the homeowners’ sociation.  

(C) The homeowners’ association has determined that the solar energy system will be installed on the roof of a home or unit of the member requesting installation and 1 or more of the following apply:  

he solar energy system will extend above or beyond the roof of that home or unit by more than 6 inches.  

(II) The solar energy system does not conform to the slope of the roof and has a top edge that is not parallel to the roof line.  

(III) The solar energy system has a frame, support bracket, or visible conduit or wiring that is not silver, bronze, or black tone that are commonly available in the marketplace.  

(D) The homeowners’ association has determined that both of the following apply:  

The solar energy system will be installed in a fenced yard or patio rather than on the roof of a home or unit. (II) The solar energy system will be taller than the fence line.  ","[""A court has ruled the installation violates a law"", ""The system does not substantially match the approved application"", ""The system extends more than 6 inches above the roof or doesn’t match its slope"", ""Visual components (frame, conduit) are not in silver, bronze, or black"", ""The system is installed in a yard and exceeds fence height""]",9,9
63,22688,Regulatory Policy,Yes/No cond,"Can the homeowners’ association require a specific solar technology under the Homeowners’ Energy Policy Act (Michigan, 2024)?",No,"(c) The policy may not require that a specific technology be utilized for the installation of a solar energy system, including, but not limited to, solar shingles rather than traditional solar panels.  ","[""The policy may not mandate technologies such as solar shingles over traditional solar panels""]",9,9
64,22688,Regulatory Policy,Factual,"hat is the deadline for homeowners’ associations in Michigan to adopt a solar energy policy under the Homeowners’ Energy Policy Act (Michigan, 2024)?",Within 1 year after the effective date of the act,"Sec. 9. (1) Within 1 year after the effective date of this act, each homeowners’ association in this state shall adopt a written solar energy policy statement. A polic adopted under this subsection must not conflict with an existing local, state, or federal law. All of the following apply to a policy adopted in accordance with this subsection (a) The policy must include the standards established under this act to be enforced by the homeowners’ association.  ",,9,10
65,22688,Regulatory Policy,Factual,"Under the Homeowners’ Energy Policy Act (Michigan, 2024), what is the maximum cost increase a homeowners’ association policy can impose for solar installations?",$1000,"(d) Any standards enforced under the policy may not result in a reduction in the production of electricity by the solar energy system by more than $10\%$ or increase th total cost of the installation of the solar energy system to the member by more than \$1,000.00. As used in this subdivision, “production” means the estimated annual electrical production of the solar energy system.",,9,10
66,22688,Regulatory Policy,Legal Obligation,"What must a homeowners’ association do after adopting the solar energy policy as mandated by the Homeowners’ Energy Policy Act (Michigan, 2024)?",They must make the policy available to members within 30 days of adoption or post it on the association’s website if one exists.,"(2) A homeowners’ association shall do both of the following:   
(a) Make a copy of the policy available to a member within 30 days after the adoption of the policy, or on request. the homeowners’ association maintains an internet website, post a copy of the policy on its website.   
(3) Any provision in a policy that conflicts with this act is void and unenforceable.  ",,8,9
67,22688,Regulatory Policy,Legal Obligation,"What are homeowners required to include when submitting a solar installation application under the Homeowners’ Energy Policy Act (Michigan, 2024)?","They must include their name, property address, installer contact details, layout image, and a description of the solar energy system.","The written application required under this subsection must include all of the following information:  

(a) The member’s name.  

(b) The street address of the location where the solar energy system will be installed (c) The name and contact information of the person that will install the solar energy system. (d) An image that shows the layout of the solar energy system on the member’s home or unit. (e) A description of the solar energy system to be installed.  

(2) Except as otherwise provided in this subsection and in accordance with its policy, a homeowners’ association must approve or deny the member’s request to install solar energy system within 30 days after receipt of the written application. If the written application is submitted before the homeowners’ association adopts the polic described under section 9(1), the homeowners’ association must approve or deny the member’s request to install the solar energy system within 120 days after receipt the written application.  

(3) If a homeowners’ association fails to adopt the policy within the time period specified under section 9(1) or approve or deny the member’s request to install the sola energy system within the time period specified under subsection (2), a member may proceed with the installation of the solar energy system. If the member proceeds wit the installation of the solar energy system, the homeowners’ association shall not impose fines or otherwise penalize the member for complying with this act.  

(4) A member may resubmit a written application to install a solar energy system that was submitted to and denied by the homeowners’ association before the effecti ate of this act. On receipt of the resubmitted written application, the homeowners’ association shall reevaluate the application under this act.  ",,9,10
68,22688,Regulatory Policy,Descriptive,"What is the primary purpose of the Homeowners’ Energy Policy Act (Michigan, 2024)?",To ensure homeowners’ rights to install solar energy systems and energy-saving improvements by invalidating restrictive homeowners’ association provisions.,"AN ACT to invalidate certain provisions in homeowners’ association agreements that prohibit the replacement, maintenance, installation, or operation of certai energy-saving improvements or modifications or the installation of solar energy systems; to provide for the adoption of certain policy statements; to prescribe penaltie and remedies; and to provide for the powers and duties of certain state and local governmental officers and entities.  ",,8,9
69,22688,Regulatory Policy,Descriptive,"What legal recourse does a homeowner have if their rights under the Homeowners’ Energy Policy Act (Michigan, 2024) are violated?","The homeowner may bring a civil action, and if they prevail, the court may award reasonable attorney fees and court costs.","Sec. 15. If a homeowners’ association violates this act, a member may bring a civil action against the homeowners’ association for damages. If the member prevails in an ction brought under this act, the court may award reasonable attorney fees and the costs incurred in bringing the action.",,8,8
70,22426,Regulatory Policy,Yes/No,"As a homeowner considering community solar participation, can I be one of the required ten subscribers needed for a community solar facility under the Community Solar Program in New Mexico?",Yes,"# 62-16B-3. Community solar facility requirements.  

A.  A community solar facility shall:  

(1)       have a nameplate capacity rating of five megawatts alternating current or less; (2)       be located in the service territory of the qualifying utility and be interconnected to the electric   
distribution system of that qualifying utility; (3)       have at least ten subscribers; ",,8,10
71,22426,Regulatory Policy,Yes/No,"As a homeowner living on tribal land in New Mexico, do native community solar projects have to follow the same development rules as other community solar projects under the Community Solar Program in New Mexico?",No,"B.  The provisions of this section shall not apply to a native community solar project; provided that a native   
community solar project shall be located in the service territory of a qualifying utility and be interconnected to  

the electric distribution system of that qualifying utility.  ",,9,10
72,22426,Regulatory Policy,Yes/No cond,"As a homeowner wanting clean energy and energy storage, can the community solar project I subscribe to be co-located with other renewable energy resources like batteries under the Community Solar Program in New Mexico?",Yes,(10)     provide requirements for the siting and co-location of community solar facilities with other energy resources; provided that community solar facilities shall not be co-located with other community solar facilities.  ,"[""It may be co-located with other energy resources"", ""It cannot be co-located with other community solar facilities""]",8,10
73,22426,Regulatory Policy,Yes/No cond,"If I use less electricity than what my solar share generates this month, can the remaining credit be used in my next bill under the Community Solar Program in New Mexico?",Yes,"# 62-16B-6. Community solar program administration.  

A.  A qualifying utility shall:  

(1) acquire the entire output of a community solar facility connected to its distribution system;  

(2)       apply community solar bill credits to subscriber bills within one billing cycle following the cycle during which the energy was generated by the community solar facility;  

(3)       provide community solar bill credits to a community solar facility's subscribers for not less than twenty-five years from the date the community solar facility is first interconnected;  

(4)       carry over any amount of a community solar bill credit that exceeds the subscriber's monthly bil and apply it to the subscriber's next monthly bill unless and until the subscriber cancels service with the qualifying utility","[""The credit rolls over only if you have not canceled service with your utility"", ""It applies to your next monthly bill""]",10,10
74,22426,Regulatory Policy,Factual,I’m looking at joining a community solar facility in New Mexico. What is the largest system size allowed under the Community Solar Program?,Five megawatts alternating current,"A.  A community solar facility shall:  

(1)       have a nameplate capacity rating of five megawatts alternating current or less;",,9,9
75,22426,Regulatory Policy,Factual,"If I sign up as a subscriber, how long will I continue to receive bill credits under the Community Solar Program in New Mexico?",For not less than twenty-five years from the date of interconnection,"# 62-16B-6. Community solar program administration.  

A.  A qualifying utility shall:  

(1) acquire the entire output of a community solar facility connected to its distribution system;  

(2)       apply community solar bill credits to subscriber bills within one billing cycle following the cycle during which the energy was generated by the community solar facility;  

(3)       provide community solar bill credits to a community solar facility's subscribers for not less than twenty-five years from the date the community solar facility is first interconnected; ",,8,9
76,22426,Regulatory Policy,Legal Obligation,"As a participant in a community solar project, what information must the operator provide to the utility each month under the Community Solar Program in New Mexico?",The kilowatt-hours attributed to each subscriber in a standardized electronic format.,"B.  A subscriber organization shall, on a monthly basis and in a standardized electronic format, provide to the qualifying utility a list indicating the kilowatt-hours of generation attributable to each subscriber. Subscriber lists may be updated monthly to reflect canceling subscribers and to add new subscribers.  ",,7,9
77,22426,Regulatory Policy,Legal Obligation,What consumer protections are guaranteed to me when I subscribe to a community solar facility under the Community Solar Program in New Mexico?,"You must receive a uniform disclosure form explaining subscription costs, terms, benefits, and grievance procedures in English, Spanish, or native languages.","(7)       provide consumer protections for subscribers, including a uniform disclosure form that identifies the information that shall be provided by a subscriber organization to a potential subscriber, in both English and Spanish, and when appropriate, native or indigenous languages, to ensure fair disclosure of future costs and benefits of subscriptions, key contract terms, security interests and other relevant but reasonable information pertaining to the subscription, as well as grievance and enforcement procedures; ",,8,7
78,22426,Regulatory Policy,Descriptive,I want to reduce my energy bill but can’t install rooftop solar. How does the Community Solar Program in New Mexico help homeowners like me access solar energy?,The program allows you to subscribe to a shared solar facility and receive monthly bill credits based on your share of its electricity output.,"""community solar program"" or ""program"" means the program created through the adoption of rules by the commission that allows for the development of community solar facilities and provides customers of a qualifying utility with the option of accessing solar energy produced by a community solar facility in accordance with the Community Solar Act;  ",,9,10
79,22426,Regulatory Policy,Descriptive,"If I live on tribal land and want to support solar development for my community, what flexibility does the Community Solar Program in New Mexico provide?",It allows tribes to use alternative financial models like virtual net metering and maintain ownership of their solar projects and benefits.,"Nothing in the Community Solar Act shall preclude an Indian nation, tribe or pueblo from using financial mechanisms other than subscription models, including virtual and aggregate net-metering, for native community solar projects.  ",,9,9
80,22429,Regulatory Policy,Yes/No,"If our nonprofit organization in California cannot install onsite solar, can we still procure renewable electricity through the Enhanced Community Renewables Program?",Yes,"# Introduction/Background  

Senate Bill(SB) 43 (Wolk 2014) enacted the Green Tariff Shared Renewables (GTSR) Program. The GTSR Program is intended to (1) expand access ""to alleligible renewable energy resources to allratepayers who are currently unable to access the benefits of onsite generation,"" and (2) ""create a mechanism whereby institutional customers...commercial customers and groups of individuals... can meet their needs with electrical generation from eligible renewable energy resources.""  ",,9,10
81,22429,Regulatory Policy,Yes/No,"If we’re not enrolled in the Green Tariff Shared Renewables (GTSR) Program, will we be required to pay for any of its costs?",No,"By statue, the costs of GTSR may not be borne by customers who did not elect GTSR service.  ",,9,10
82,22429,Regulatory Policy,Yes/No cond,Can our industrial facility participate in the Enhanced Community Renewables Program through a shared solar project?,Yes,"The GTSR program has two components: the Green Tariff (GT) component and the Enhanced Community Renewables (ECR) component. Through GT, a customer may pay the difference between their current generation charge and the cost of procuring 50 to 100 percent renewables. With ECR, a customer agrees to purchase a share of a community renewable (typically solar) project directly from a developer, and in exchange will receive a credit from their utility for the customer's avoided generation procurement. Neither of these program sub-components are dedicated a certain amount of the overall600Mwcap. ","[""You must be a customer of PG&E, SCE, or SDG&E"", ""You must enter a power purchase agreement with a participating renewable developer"", ""Your subscription will be credited through your utility bill""]",8,9
83,22429,Regulatory Policy,Yes/No cond,Can SDG&E suspend our organization’s participation in the Enhanced Community Renewables Program if it suspends its Green Tariff Program?,No,"In 2022, the Commission authorized SDG&E's request to suspend its Ecochoice, Green Tariff program, but rejected requests to also suspend its Enhanced Community Renewables (ECR) program, and the Disadvantaged Communities Green Tariff (DAC-GT) and Community Solar Green Tariff (CSGT) Programs. New programs consistent with the new criteria described in AB 2316 (Ward, 2022) are being considered in a consolidated Community Solar proceeding.  ","[""The Commission must approve suspension requests"", ""In 2022, CPUC rejected SDG&E’s request to suspend its ECR program""]",8,9
84,22429,Regulatory Policy,Factual,"As a local government agency planning to offset operations with solar, what portion of the statewide 600 MW Green Tariff Shared Renewables capacity has been allocated to Enhanced Community Renewables as of January 2024?",38 MW,"As of January 2024, 191 MW of new renewable capacity has been built or contracted on behalf of the GTSR program. For utility-specific reporting, please see the latest annual reports, below.  

# Cumulative Procured GTSR Capacity (MW)  

<html><body><table><tr><td>Category</td><td>AvailableCapacity</td><td>GTProcured</td><td>ECRProcured</td><td>Ren</td></tr><tr><td>Unrestricted</td><td>480</td><td>151</td><td>38</td><td>291</td></tr><tr><td>ReservedforEnvironmentalJustice</td><td>100</td><td>2</td><td>0</td><td>98</td></tr><tr><td>Totals</td><td>600</td><td>153</td><td>38</td><td>407</td></tr></table></body></html>  ",,9,10
85,22429,Regulatory Policy,Factual,"Under California’s Green Tariff Shared Renewables program, what is the total capacity reserved for Environmental Justice communities?",100 MW,"# Cumulative Procured GTSR Capacity (MW)  

<html><body><table><tr><td>Category</td><td>AvailableCapacity</td><td>GTProcured</td><td>ECRProcured</td><td>Ren</td></tr><tr><td>Unrestricted</td><td>480</td><td>151</td><td>38</td><td>291</td></tr><tr><td>ReservedforEnvironmentalJustice</td><td>100</td><td>2</td><td>0</td><td>98</td></tr><tr><td>Totals</td><td>600</td><td>153</td><td>38</td><td>407</td></tr></table></body></html>  ",,9,10
86,22429,Regulatory Policy,Legal Obligation,What legal responsibility does our local government agency have when claiming greenhouse gas (GHG) reductions through the Enhanced Community Renewables Program?,You must follow CPUC-issued guidance on reporting GHG claims and adhere to established verification procedures.,"In May 2016, the CPUC adopted D.16-05-006 that addressed Phase IV, participation of ECR projects in the Renewable Auction Mechanism. In addition, the decision provided guidance on a number of outstanding issues including the reporting of GHG claims, the securities opinion requirement, and forecasting of rate elements, including bill charges and credits.  ",,8,9
87,22429,Regulatory Policy,Legal Obligation,What must our commercial enterprise consider about avoided cost credit when subscribing to an Enhanced Community Renewables project?,"You must understand that you receive a utility bill credit based on avoided generation procurement, not full retail rate replacement.","The GTSR program has two components: the Green Tariff (GT) component and the Enhanced Community Renewables (ECR) component. Through GT, a customer may pay the difference between their current generation charge and the cost of procuring 50 to 100 percent renewables. With ECR, a customer agrees to purchase a share of a community renewable (typically solar) project directly from a developer, and in exchange will receive a credit from their utility for the customer's avoided generation procurement. Neither of these program sub-components are dedicated a certain amount of the overall600Mwcap. ",,7,8
88,22429,Regulatory Policy,Descriptive,How can a nonprofit organization benefit from participating in the Enhanced Community Renewables Program if it lacks roof space for solar?,It can subscribe to a community renewable project and receive utility bill credits without needing to install any onsite equipment.,"he GTSR Program is intended to (1) expand access ""to alleligible renewable energy resources to allratepayers who are currently unable to access the benefits of onsite generation,"" and (2) ""create a mechanism whereby institutional customers...commercial customers and groups of individuals... can meet their needs with electrical generation from eligible renewable energy resources.""",,9,9
89,22429,Regulatory Policy,Descriptive,What are some regulatory safeguards the CPUC has implemented to improve participation in the Enhanced Community Renewables Program?,"Safeguards include improved securities requirements, utility reporting, transparent billing structures, and program extensions to ensure accessibility and reliability.","In July 2017, the CPUC adopted D.17-07-007, which grants the joint Petition for Modification of D.15-01-051, which replaces the AmLaw 100 Securities Option Requirement with a three-part standard which requires that securities opinions come from a lawyer or firm with 1) eight years of experience in securities law, 2) be currently licensed by the California Bar, and 3) carry a minimum of $\$10$ million in professional liability coverage. These requirements were based on an all-party workshop hosted by the CPUC on October 13, 2016.",,8,9
90,22502,Financial Incentive,Yes/No,"If a public school in New Hampshire wants to install a renewable heating system, can it apply for a rebate under the Commercial & Industrial Bulk Fuel-Fed Wood Pellet Central Heating Systems Rebate Program?",Yes,"An incentive up to this maximum amount should be attractive for businesses of various sizes, schools and other municipal buildings, health care and higher educational facilities, and other non-profit institutions and organizations.  The initial budgeted amount of $\$629,140$ for State fiscal year 2014 should be sufficient to fund incentives for at least 12 projects under this program, even if all applicants propose projects eligible for the maximum incentive amount.  We find that the recommended maximum rebate amount is reasonable and appropriate. ",,9,9
91,22502,Financial Incentive,Yes/No,Can an industrial manufacturer located in New Hampshire apply for the rebate to offset heating system costs using this program?,Yes,"ORDERED, that Commission administration of an incentive program using renewable energy funds to support the purchase and installation by non-residential property owners of bulk fuel-fed wood pellet central heating systems in New Hampshire, as more particularly described in this Order and in the attached Step 1 application form, is hereby APPROVED.",,9,10
92,22502,Financial Incentive,Yes/No cond,Can a school district receive additional incentive funds for including thermal storage in its wood pellet heating system installation?,Yes,"2.  An additional incentive equal to $30\%$ of the costs of purchase and installation of a thermal storage tank and related components, up to a maximum amount of $\$5,000$ , should be available to eligible project applicants.","[""The rebate is equal to 30% of thermal storage equipment cost"", ""It is capped at $5,000""]",9,9
93,22502,Financial Incentive,Yes/No cond,Can a state agency install a dual-fuel system and still qualify for the rebate?,Yes,"5.  Eligible projects should be the primary but not necessarily the exclusive source of heat for the building. Multiple staged boilers or furnaces may be included in an eligible heating system to provide greater output flexibility, but the entire system would only be eligible for a single incentive payment. Dual-fuel boilers or furnaces capable of burning wood chips or other woody biomass in addition to wood pellets would be eligible for the program if the applicant certifies that the fuel used will be wood pellets.","[""The applicant must certify that wood pellets will be used as the fuel""]",9,9
94,22502,Financial Incentive,Factual,What is the minimum wood pellet storage requirement to qualify for the Commercial & Industrial Bulk Fuel-Fed Wood Pellet Central Heating Systems Rebate Program?,Three tons,"ligible heating systems must not exceed 2.5 million BTUs in capacity. The system must include wood pellet storage of not less than three tons, and automatic conveyance of the pellet fuel from the storage container to the burn chamber. The heating appliance must turn itself on in response to a demand for heat, modulate to lower output when the heating load decreases, and turn itself off when the heating load is satisfied.",,9,10
95,22502,Financial Incentive,Factual,What is the maximum rebate amount available under the Commercial & Industrial Bulk Fuel-Fed Wood Pellet Central Heating Systems Rebate Program?,"30% of the total cost of the purchase and installation cost, up to $50,000.","Staff recommended that the Commission approve an incentive program with the following key parameters:

1.  The incentive amount would be $30\%$ of the total costs of the purchase and installation of eligible non-residential bulk-fuel fed wood pellet central heating systems, up to a maximum incentive amount of $\$50,000$ .",,9,9
96,22502,Financial Incentive,Legal Obligation,What certification must a New Hampshire local government provide if applying to the Commercial & Industrial Bulk Fuel-Fed Wood Pellet Central Heating Systems Rebate Program using a dual-fuel boiler?,They must certify that wood pellets will be used as the fuel source.,"5.  Eligible projects should be the primary but not necessarily the exclusive source of heat for the building. Multiple staged boilers or furnaces may be included in an eligible heating system to provide greater output flexibility, but the entire system would only be eligible for a single incentive payment. Dual-fuel boilers or furnaces capable of burning wood chips or other woody biomass in addition to wood pellets would be eligible for the program if the applicant certifies that the fuel used will be wood pellets.",,8,9
97,22502,Financial Incentive,Legal Obligation,What automation features must be included in wood pellet heating systems under the New Hampshire rebate program for commercial and industrial buildings?,"The system must automatically feed fuel, modulate output based on heat demand, and shut off when heating is not needed.","3.  Eligible heating systems must not exceed 2.5 million BTUs in capacity. The system must include wood pellet storage of not less than three tons, and automatic conveyance of the pellet fuel from the storage container to the burn chamber. The heating appliance must turn itself on in response to a demand for heat, modulate to lower output when the heating load decreases, and turn itself off when the heating load is satisfied.",,8,9
98,22502,Financial Incentive,Descriptive,Why should public schools in New Hampshire consider applying for the Commercial & Industrial Bulk Fuel-Fed Wood Pellet Central Heating Systems Rebate Program?,"Schools can receive up to $50,000 in rebates to help offset the cost of clean heating systems, improve air quality, and reduce energy costs over time.","Staff recommends an incentive in the amount of $30\%$ of total heating system purchase and installation costs up to a maximum of $\$50,000$ , noting that this level of incentive would be maximized for a project with a total cost of $\$167,000$ and a capacity sufficient to serve as the primary heating source for an approximately 50,000 square foot building. An incentive up to this maximum amount should be attractive for businesses of various sizes, schools and other municipal buildings, health care and higher educational facilities, and other non-profit institutions and organizations",,9,9
99,22502,Financial Incentive,Descriptive,What flexibility does a nonprofit daycare center in New Hampshire have when applying for the Commercial & Industrial Bulk Fuel-Fed Wood Pellet Central Heating Systems Rebate Program if it is also using other funding sources?,"The nonprofit is allowed to combine this rebate with RECs, tax credits, or other available incentives. There are no restrictions on stacking incentives","7.  System Eligibility for RECs and Other Incentives. Commenters addressed whether it should be permissible for an eligible heating system project owner receiving a rebate under the program to obtain electric RECs and other available incentives, such as investment or performance tax credits. The consensus of commenters was that there should be no restriction on obtaining a rebate under the program in addition to RECs, tax credits, or any other available incentives available for heating system purchase, installation or operation.",,8,9
100,22293,Financial Incentive,Yes/No,I am a contractor preparing a scope of work for a new building that includes solar PV and HVAC upgrades. Does the C-PACE program allow financing for both solar and energy efficiency improvements in the same project?,Yes,"This scope can range from installation of a single Energy Improvement, such as a new high efficiency boiler or a renewable energy system, to a whole building energy upgrade involving multiple, interactive Energy Improvements.",,9,10
101,22293,Financial Incentive,Yes/No,I work for a local government in a participating municipality and want to apply for C-PACE financing for a city-owned library. Can a municipal property be considered a qualifying property under C-PACE?,No,"B. Must be owned by a Benefited Property Owner, who is not a state, municipality, or any political subdivision thereof.   ",,10,10
102,22293,Financial Incentive,Yes/No cond,I’m a contractor looking to help a client bundle solar PV installation with HVAC upgrades under C-PACE. Can these different improvements be financed together in a single C-PACE application?,Yes,"Additionally, subsequent Energy Improvement(s) made to a Qualifying Property which has previously received C-PACE financing for a previous Qualifying Project, made within one calendar year from the close of C-PACE financing for the initial Qualifying Project, may be considered as one Qualifying Project for the purposes herein.  ","[""All improvements must be part of one qualifying project and submitted together or within a calendar year.""]",9,9
103,22293,Financial Incentive,Yes/No cond,I manage an industrial facility and want to apply C-PACE financing to a geothermal heating installation. Is geothermal eligible under C-PACE?,Yes,"(E) installation of a solar thermal or geothermal system to service qualifying commercial real property, or (F) installation of refueling infrastructure for zero-emission vehicles to a Qualifying Commercial Real Property, or (G) installation of resilience improvements to a Qualifying Commercial Real Property, provided such renovation, retrofit or installation described in subparagraph (C) to (G), inclusive, is permanently fixed to such Qualifying Commercial Real Property. In an event of a conflict between this definition and that which is ascribed in the C-PACE Legislation, the C-PACE Legislation shall govern.","[""The geothermal system is installed on qualifying commercial real property and is permanently affixed to the site.""]",9,10
104,22293,Financial Incentive,Factual,I'm an industrial property developer budgeting a C-PACE financing package. What is the default maximum financing term allowed under C-PACE?,25 years,"The term of the Benefit Assessment may not exceed 25 years unless approved by Green Bank, in its sole discretion.",,9,9
105,22293,Financial Incentive,Factual,I’m an energy auditor preparing technical documentation for a qualifying energy retrofit. What energy audit standard must be followed for C-PACE project energy savings estimates?,"ASHRAE Level I, II, or III","Energy Improvement & Energy Savings: ASHRAE Level I, Level II and Level III Energy Audit Guidelines.",,9,10
106,22293,Financial Incentive,Legal Obligation,I'm a C-PACE participant who owns a commercial building with an existing mortgage. What documentation must I provide to proceed with C-PACE financing?,Written consent from the existing mortgage holder,Obtain the written consent to the C-PACE financing from any existing mortgage holder of the Qualifying Property.,,9,9
107,22293,Financial Incentive,Legal Obligation,I’m a contractor completing a solar PV installation under a C-PACE agreement. What must be included to verify the system was installed properly?,A commissioning plan,"# Section 4. Commissioning; Measurement and Verification  

To verify that the project was installed according to the evaluated scope, projects are required to include a commissioning plan. A commissioning plan by a Qualified Contractor, Registered Contractor, Technical Reviewer, the Technical Administrator, or Green Bank can confirm the measures were properly installed and that the project is operating as intended.  ",,9,10
108,22293,Financial Incentive,Descriptive,I work in industrial development and want to explain why clients should consider C-PACE. What makes C-PACE financing less risky and more attractive than traditional loans?,"It uses a senior benefit assessment lien with non-acceleration, transfers with property ownership, and is repaid through property tax bills.","The repayment obligation transfers automatically to the next owner if the property is sold and in the event of default, only the payments in arrears come due. This arrangement spreads the cost of eligible  improvements – such as energy efficient boilers, upgraded insulation, new windows, solar photovoltaic (PV) installations, resilience improvements, or electric vehicle (EV) chargers – over the expected life of the measure. Because the payment is secured by a senior lien, C-PACE projects are seen as less risky than typical financing.  ",,8,9
109,22293,Financial Incentive,Descriptive,I’m an installer helping clients decide between C-PACE or traditional loans. What are the advantages of C-PACE for contractors and project developers?,"It allows up to 100% long-term financing, supports deeper retrofits, and includes contractor training and support services from Green Bank.","C-PACE solves this by allowing a property owner to access up to $100\%$ financing for up to 25 years, affording deeper energy efficiency, clean energy, and resilience improvements. The Green Bank also provides energy auditors, contractors and developers access to training, support services, market research, and marketing materials.",,10,10
110,22435_2,Regulatory Policy,Yes/No,I work for a Maryland county government evaluating solar subscriptions for low-income housing. Does Maryland law require that a portion of community solar capacity serve low- to moderate-income (LMI) customers under Community Solar Energy Generation System Pilot Program ?,Yes,"(ix) with respect to community solar energy generating systems constructed under the Program, serves at least $40\%$ of its kilowatt-hour output to LMI subscribers unless the solar energy system is wholly owned by the subscribers to the solar energy system.",,10,10
111,22435_2,Regulatory Policy,Yes/No,I represent a Maryland-based nonprofit that leases land for solar arrays and wants to own a community solar facility. Can nonprofits act as subscriber organizations under Maryland’s community solar law according to Community Solar Energy Generation System Pilot Program?,Yes,"(15) “Subscriber organization” means:   
(i) a person that owns or operates a community solar energy generating system; or  

(ii) the collective group of subscribers of a community solar energy generating system.  ",,8,9
